time,fc_timestamp_ms,drone_model,firmware,roll_deg,pitch_deg,yaw_deg,rtk_yaw_deg,fused_lat_deg,fused_lon_deg,fused_alt_m,height_fusion_m,rtk_lat_deg,rtk_lon_deg,rtk_h_m,rtk_status,origin_lat_deg,origin_lon_deg,q4_lat_deg,q4_lon_deg,reference_baseline_m,gt_x_m,gt_y_m,tag,uwb_time,uwb_age_s,range_cm,pdoa_deg,x_cm,y_cm,t_us
2026-09-03T13:44:03.816+02:00,2666248,Matrice 300 RTK,3.4.18.68,5.5,2.3,180.9,90,43.02695354,12.58676967,139.227,3.400,43.02695700,12.58676513,242.506,50,43.02682657,12.58684467,43.02704361,12.58662616,29.999,3.393,15.530,dw06,2026-09-03T13:44:03.724+0200,0.093,1187,-43,-997,643,82275
2026-09-03T13:44:03.816+02:00,2666248,Matrice 300 RTK,3.4.18.68,5.5,2.3,180.9,90,43.02695354,12.58676967,139.227,3.400,43.02695700,12.58676513,242.506,50,43.02682657,12.58684467,43.02704361,12.58662616,29.999,3.393,15.530,dw08,2026-09-03T13:44:03.764+0200,0.053,3163,121,558,3114,22247
2026-09-03T13:44:03.816+02:00,2666348,Matrice 300 RTK,3.4.18.68,5.6,1.7,180.7,90,43.02695350,12.58676974,138.671,3.410,43.02695700,12.58676513,242.506,50,43.02682657,12.58684467,43.02704361,12.58662616,29.999,3.393,15.530,dw06,2026-09-03T13:44:03.724+0200,0.093,1187,-43,-997,643,82275
2026-09-03T13:44:03.816+02:00,2666348,Matrice 300 RTK,3.4.18.68,5.6,1.7,180.7,90,43.02695350,12.58676974,138.671,3.410,43.02695700,12.58676513,242.506,50,43.02682657,12.58684467,43.02704361,12.58662616,29.999,3.393,15.530,dw08,2026-09-03T13:44:03.764+0200,0.053,3163,121,558,3114,22247
2026-09-03T13:44:03.847+02:00,2666448,Matrice 300 RTK,3.4.18.68,5.5,1.6,180.7,90,43.02695344,12.58676979,138.615,3.417,43.02695700,12.58676513,242.506,50,43.02682657,12.58684467,43.02704361,12.58662616,29.999,3.393,15.530,dw08,2026-09-03T13:44:03.764+0200,0.084,3163,121,558,3114,22247
2026-09-03T13:44:03.947+02:00,2666548,Matrice 300 RTK,3.4.18.68,5.3,2.1,180.7,90,43.02695335,12.58676982,138.560,3.421,43.02695700,12.58676513,242.506,50,43.02682657,12.58684467,43.02704361,12.58662616,29.999,3.393,15.530,dw02,2026-09-03T13:44:03.894+0200,0.054,790,-163,504,609,52337
2026-09-03T13:44:03.947+02:00,2666548,Matrice 300 RTK,3.4.18.68,5.3,2.1,180.7,90,43.02695335,12.58676982,138.560,3.421,43.02695700,12.58676513,242.506,50,43.02682657,12.58684467,43.02704361,12.58662616,29.999,3.393,15.530,dw06,2026-09-03T13:44:03.924+0200,0.024,1186,-39,-964,690,82275
2026-09-03T13:44:04.048+02:00,2666648,Matrice 300 RTK,3.4.18.68,5.4,3.0,180.8,90,43.02695322,12.58676981,138.666,3.426,43.02695652,12.58676579,242.506,50,43.02682657,12.58684467,43.02704361,12.58662616,29.999,3.405,15.456,dw08,2026-09-03T13:44:03.965+0200,0.083,3163,105,250,3153,22247
2026-09-03T13:44:04.148+02:00,2666748,Matrice 300 RTK,3.4.18.68,5.1,3.8,181.0,90,43.02695311,12.58676982,138.772,3.431,43.02695652,12.58676579,242.506,50,43.02682657,12.58684467,43.02704361,12.58662616,29.999,3.405,15.456,dw02,2026-09-03T13:44:04.094+0200,0.054,786,-150,562,548,52307
2026-09-03T13:44:04.148+02:00,2666748,Matrice 300 RTK,3.4.18.68,5.1,3.8,181.0,90,43.02695311,12.58676982,138.772,3.431,43.02695652,12.58676579,242.506,50,43.02682657,12.58684467,43.02704361,12.58662616,29.999,3.405,15.456,dw06,2026-09-03T13:44:04.125+0200,0.023,1181,-58,-1103,421,82275
