experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:28.200+0200,dw05,4B92,15,2802,45,-810,2682,2.53,72235
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:28.240+0200,dw03,021B,135,2791,-33,-2168,1756,1.99,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:28.390+0200,dw04,0F85,48,2796,0,-1603,2291,3.06,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:28.401+0200,dw05,4B92,16,2800,46,-799,2683,2.53,72235
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:28.441+0200,dw03,021B,136,2786,-47,-2415,1389,1.81,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:28.590+0200,dw04,0F85,49,2795,3,-1544,2329,3.01,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:28.601+0200,dw05,4B92,17,2797,37,-963,2626,2.59,72235
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:28.641+0200,dw03,021B,137,2790,-46,-2389,1441,1.93,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:28.790+0200,dw04,0F85,50,2792,2,-1548,2324,3.01,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:28.800+0200,dw05,4B92,18,2796,42,-863,2659,2.59,72265
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:28.840+0200,dw03,021B,138,2787,-40,-2288,1591,1.87,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:28.990+0200,dw04,0F85,51,2797,2,-1566,2318,3.09,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:29.000+0200,dw05,4B92,19,2797,47,-781,2685,2.50,72265
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:29.040+0200,dw03,021B,139,2782,-35,-2202,1700,1.93,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:29.200+0200,dw05,4B92,20,2798,38,-935,2637,2.53,72235
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:29.240+0200,dw03,021B,140,2789,-36,-2226,1681,1.99,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:29.400+0200,dw05,4B92,21,2798,43,-849,2665,2.71,72265
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:29.405+0200,dw04,0F85,53,2798,-2,-1651,2259,3.15,77423
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:29.441+0200,dw03,021B,141,2793,-38,-2268,1631,1.93,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:29.590+0200,dw04,0F85,54,2794,1,-1577,2306,2.95,62255
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:29.640+0200,dw03,021B,142,2788,-41,-2315,1554,1.87,12329
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:29.790+0200,dw04,0F85,55,2796,0,-1590,2299,3.06,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:29.815+0200,dw05,4B92,23,2799,48,-762,2693,2.65,87799
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:29.840+0200,dw03,021B,143,2789,-28,-2091,1845,1.87,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:29.989+0200,dw04,0F85,56,2798,-1,-1621,2280,2.89,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:30.000+0200,dw05,4B92,24,2798,42,-862,2662,2.59,72235
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:30.040+0200,dw03,021B,144,2788,-48,-2432,1363,1.87,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:30.189+0200,dw04,0F85,57,2793,-9,-1767,2163,2.95,62255
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:30.200+0200,dw05,4B92,25,2796,35,-987,2616,2.71,72265
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:30.240+0200,dw03,021B,145,2788,-33,-2177,1741,1.93,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:30.390+0200,dw04,0F85,58,2798,-2,-1648,2261,3.09,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:30.399+0200,dw05,4B92,26,2802,32,-1039,2602,2.71,72235
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:30.590+0200,dw04,0F85,59,2796,-4,-1677,2237,2.95,62286
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:30.600+0200,dw05,4B92,27,2798,37,-951,2631,2.53,72265
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:30.655+0200,dw03,021B,147,2786,-29,-2096,1834,1.99,27923
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:30.789+0200,dw04,0F85,60,2794,1,-1573,2309,2.95,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:30.840+0200,dw03,021B,148,2786,-41,-2308,1560,1.87,12329
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:30.989+0200,dw04,0F85,61,2794,9,-1436,2397,3.06,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:31.015+0200,dw05,4B92,29,2798,45,-821,2675,2.59,87799
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:31.040+0200,dw03,021B,149,2787,-40,-2298,1578,1.81,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:31.189+0200,dw04,0F85,62,2794,6,-1484,2367,2.95,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:31.199+0200,dw05,4B92,30,2797,55,-652,2720,2.50,72296
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:31.239+0200,dw03,021B,150,2784,-53,-2516,1193,1.87,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:31.390+0200,dw04,0F85,63,2801,6,-1491,2371,3.09,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:31.399+0200,dw05,4B92,31,2799,42,-874,2659,2.59,72235
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:31.439+0200,dw03,021B,151,2789,-58,-2596,1019,1.99,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:31.590+0200,dw04,0F85,64,2798,1,-1569,2317,3.01,62255
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:31.640+0200,dw03,021B,152,2790,-52,-2497,1244,1.99,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:31.789+0200,dw04,0F85,65,2794,8,-1451,2388,3.01,62255
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:31.814+0200,dw05,4B92,33,2798,48,-773,2689,2.65,87799
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:31.840+0200,dw03,021B,153,2787,-45,-2377,1456,1.93,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:31.989+0200,dw04,0F85,66,2796,10,-1424,2406,3.06,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:31.999+0200,dw05,4B92,34,2798,41,-878,2657,2.53,72296
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:32.039+0200,dw03,021B,154,2784,-40,-2287,1588,1.87,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:32.189+0200,dw04,0F85,67,2796,6,-1497,2362,3.06,62255
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:32.199+0200,dw05,4B92,35,2799,47,-787,2687,2.50,72265
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:32.239+0200,dw03,021B,155,2791,-42,-2326,1542,2.02,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:32.389+0200,dw04,0F85,68,2793,3,-1537,2332,2.83,62194
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:32.399+0200,dw05,4B92,36,2797,50,-732,2699,2.53,72204
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:32.439+0200,dw03,021B,156,2785,-52,-2500,1228,1.87,12329
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:32.589+0200,dw04,0F85,69,2796,-8,-1742,2187,2.95,62255
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,105,1,2026-09-01T10:09:32.599+0200,dw05,4B92,37,2797,50,-735,2698,2.50,72235
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:32.640+0200,dw03,021B,157,2786,-39,-2270,1615,1.99,12298
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:32.789+0200,dw04,0F85,70,2793,11,-1399,2417,2.95,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,90,1,2026-09-01T10:09:32.989+0200,dw04,0F85,71,2797,-1,-1623,2278,2.95,62225
ground-height-4m-20260830-222436,d028m_r000_run01.csv,4,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw06;dw07;dw08,75,1,2026-09-01T10:09:33.055+0200,dw03,021B,159,2787,-37,-2245,1652,2.14,27923
