experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,105,1,2026-09-01T10:53:43.640+0200,dw05,4B92,109,2605,38,-868,2456,2.71,72235
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,75,1,2026-09-01T10:53:43.680+0200,dw03,021B,17,2587,-49,-2273,1235,2.83,12298
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,90,1,2026-09-01T10:53:43.730+0200,dw04,0F85,193,2600,-3,-1540,2095,2.95,62255
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,105,1,2026-09-01T10:53:43.839+0200,dw05,4B92,110,2602,39,-857,2457,2.77,72235
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,90,1,2026-09-01T10:53:43.930+0200,dw04,0F85,194,2597,-12,-1693,1969,2.95,62255
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,105,1,2026-09-01T10:53:44.039+0200,dw05,4B92,111,2600,44,-768,2484,2.65,72235
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,75,1,2026-09-01T10:53:44.095+0200,dw03,021B,19,2584,-57,-2391,979,3.27,27832
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,90,1,2026-09-01T10:53:44.129+0200,dw04,0F85,195,2597,1,-1461,2146,2.83,62255
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,105,1,2026-09-01T10:53:44.239+0200,dw05,4B92,112,2598,40,-838,2459,2.71,72265
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,75,1,2026-09-01T10:53:44.279+0200,dw03,021B,20,2587,-36,-2057,1568,3.06,12298
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,90,1,2026-09-01T10:53:44.329+0200,dw04,0F85,196,2597,6,-1375,2203,2.95,62255
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,105,1,2026-09-01T10:53:44.440+0200,dw05,4B92,113,2603,47,-734,2497,2.77,72235
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,75,1,2026-09-01T10:53:44.480+0200,dw03,021B,21,2586,-23,-1851,1805,2.95,12268
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,90,1,2026-09-01T10:53:44.529+0200,dw04,0F85,197,2598,-2,-1533,2097,2.83,62255
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,105,1,2026-09-01T10:53:44.640+0200,dw05,4B92,114,2600,44,-779,2480,2.65,72265
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,75,1,2026-09-01T10:53:44.679+0200,dw03,021B,22,2586,-38,-2100,1508,2.95,12268
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,90,1,2026-09-01T10:53:44.730+0200,dw04,0F85,198,2598,17,-1213,2298,2.89,62225
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,105,1,2026-09-01T10:53:44.839+0200,dw05,4B92,115,2600,44,-783,2479,2.77,72265
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,75,1,2026-09-01T10:53:44.879+0200,dw03,021B,23,2585,-43,-2180,1390,3.06,12237
ground-height-4m-20260830-222436,d026m_r000_run01.csv,4,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw07;dw08,90,1,2026-09-01T10:53:44.929+0200,dw04,0F85,199,2598,12,-1290,2255,2.89,62255
