experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-4m-20260830-222436,d022m_r180_run01.csv,4,22,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,125,1,2026-09-01T13:14:21.479+0200,dw06,0789,108,2202,105,168,2196,-2.59,82305
ground-height-4m-20260830-222436,d022m_r180_run01.csv,4,22,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,75,1,2026-09-01T13:14:21.509+0200,dw03,021B,202,2201,-47,-1901,1109,2.14,12268
ground-height-4m-20260830-222436,d022m_r180_run01.csv,4,22,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,35,1,2026-09-01T13:14:21.539+0200,dw01,1729,211,2207,-142,1695,1413,1.81,42327
ground-height-4m-20260830-222436,d022m_r180_run01.csv,4,22,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,90,1,2026-09-01T13:14:21.560+0200,dw04,0F85,12,2213,6,-1180,1872,1.93,62286
ground-height-4m-20260830-222436,d022m_r180_run01.csv,4,22,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,105,1,2026-09-01T13:14:21.569+0200,dw05,4B92,105,2208,46,-624,2118,3.27,72296
ground-height-4m-20260830-222436,d022m_r180_run01.csv,4,22,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,15,1,2026-09-01T13:14:21.629+0200,dw00,8103,240,2226,-168,1352,1768,1.99,32287
ground-height-4m-20260830-222436,d022m_r180_run01.csv,4,22,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,55,1,2026-09-01T13:14:21.649+0200,dw02,8FB0,77,2201,-84,-2202,0,3.09,52307
ground-height-4m-20260830-222436,d022m_r180_run01.csv,4,22,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,125,1,2026-09-01T13:14:21.679+0200,dw06,0789,109,2204,89,-44,2203,-2.71,82244
ground-height-4m-20260830-222436,d022m_r180_run01.csv,4,22,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,75,1,2026-09-01T13:14:21.709+0200,dw03,021B,203,2201,-50,-1940,1041,2.14,12268
ground-height-4m-20260830-222436,d022m_r180_run01.csv,4,22,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,35,1,2026-09-01T13:14:21.739+0200,dw01,1729,212,2207,-136,1775,1312,1.93,42327
ground-height-4m-20260830-222436,d022m_r180_run01.csv,4,22,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,90,1,2026-09-01T13:14:21.759+0200,dw04,0F85,13,2207,1,-1242,1824,1.75,62316
ground-height-4m-20260830-222436,d022m_r180_run01.csv,4,22,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,105,1,2026-09-01T13:14:21.769+0200,dw05,4B92,106,2207,45,-643,2111,3.15,72235
