experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,125,1,2026-09-01T12:35:26.967+0200,dw06,0789,110,2397,-32,-1851,1522,1.93,82305
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,90,1,2026-09-01T12:35:27.047+0200,dw04,0F85,12,2395,-3,-1427,1923,4.02,62255
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,105,1,2026-09-01T12:35:27.056+0200,dw05,4B92,253,2414,42,-754,2294,2.08,72296
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,15,1,2026-09-01T12:35:27.117+0200,dw00,8103,38,2415,-136,1935,1444,2.53,32287
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,35,1,2026-09-01T12:35:27.127+0200,dw01,1729,201,2407,-135,1947,1415,2.14,42327
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,125,1,2026-09-01T12:35:27.167+0200,dw06,0789,111,2393,-49,-2098,1151,2.02,82305
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,90,1,2026-09-01T12:35:27.247+0200,dw04,0F85,13,2392,-29,-1803,1572,4.14,62286
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,105,1,2026-09-01T12:35:27.257+0200,dw05,4B92,254,2415,49,-649,2326,2.26,72204
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,125,1,2026-09-01T12:35:27.367+0200,dw06,0789,112,2395,-48,-2090,1169,1.99,82275
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,90,1,2026-09-01T12:35:27.447+0200,dw04,0F85,14,2399,-16,-1621,1768,4.02,62286
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,105,1,2026-09-01T12:35:27.457+0200,dw05,4B92,255,2412,54,-569,2344,2.14,72265
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,35,1,2026-09-01T12:35:27.527+0200,dw01,1729,203,2408,-125,2097,1183,2.02,42327
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,125,1,2026-09-01T12:35:27.567+0200,dw06,0789,113,2395,-51,-2136,1082,1.99,82275
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,90,1,2026-09-01T12:35:27.646+0200,dw04,0F85,15,2397,1,-1345,1983,4.26,62255
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,105,1,2026-09-01T12:35:27.657+0200,dw05,4B92,0,2412,44,-723,2301,2.14,72204
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,35,1,2026-09-01T12:35:27.726+0200,dw01,1729,204,2401,-125,2085,1191,1.99,42358
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,125,1,2026-09-01T12:35:27.766+0200,dw06,0789,114,2393,-44,-2022,1280,1.93,82305
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,90,1,2026-09-01T12:35:27.846+0200,dw04,0F85,16,2397,10,-1211,2069,4.14,62286
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,105,1,2026-09-01T12:35:27.856+0200,dw05,4B92,1,2417,44,-726,2305,2.08,72265
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,35,1,2026-09-01T12:35:27.926+0200,dw01,1729,205,2406,-126,2081,1207,2.08,42358
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,125,1,2026-09-01T12:35:27.966+0200,dw06,0789,115,2394,-40,-1963,1371,2.08,82305
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,90,1,2026-09-01T12:35:28.046+0200,dw04,0F85,17,2399,-3,-1425,1930,4.14,62225
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,105,1,2026-09-01T12:35:28.056+0200,dw05,4B92,2,2417,44,-713,2309,2.20,72235
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,35,1,2026-09-01T12:35:28.127+0200,dw01,1729,206,2411,-128,2056,1258,2.08,42327
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,125,1,2026-09-01T12:35:28.167+0200,dw06,0789,116,2397,-33,-1872,1498,1.93,82275
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,90,1,2026-09-01T12:35:28.247+0200,dw04,0F85,18,2396,-4,-1431,1921,4.20,62225
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,105,1,2026-09-01T12:35:28.256+0200,dw05,4B92,3,2412,41,-762,2288,2.14,72235
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,125,1,2026-09-01T12:35:28.367+0200,dw06,0789,117,2394,-36,-1913,1439,1.99,82305
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,90,1,2026-09-01T12:35:28.446+0200,dw04,0F85,19,2398,-9,-1507,1865,4.02,62255
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,105,1,2026-09-01T12:35:28.457+0200,dw05,4B92,4,2417,51,-618,2337,2.20,72265
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,35,1,2026-09-01T12:35:28.526+0200,dw01,1729,208,2408,-135,1951,1412,2.02,42327
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,125,1,2026-09-01T12:35:28.566+0200,dw06,0789,118,2397,-36,-1906,1453,2.02,82336
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,90,1,2026-09-01T12:35:28.646+0200,dw04,0F85,20,2396,23,-1018,2168,4.29,62255
ground-height-4m-20260830-222436,d024m_r180_run01.csv,4,24,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw03;dw07;dw08,105,1,2026-09-01T12:35:28.656+0200,dw05,4B92,5,2414,62,-446,2372,2.20,72235
