experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T09:56:29.614+0200,dw04,0F85,88,2997,1,-1679,2483,2.89,62255
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T09:56:29.625+0200,dw05,4B92,139,2987,40,-963,2827,3.57,72296
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T09:56:29.665+0200,dw03,021B,14,2983,66,-481,2944,2.44,12329
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,55,1,2026-09-01T09:56:29.705+0200,dw02,8FB0,45,3000,97,88,2998,3.21,52398
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T09:56:29.814+0200,dw04,0F85,89,2999,-16,-2030,2207,2.89,62255
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T09:56:29.824+0200,dw05,4B92,140,2982,41,-939,2830,3.45,72265
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T09:56:29.864+0200,dw03,021B,15,2980,-19,-2059,2155,2.50,12268
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T09:56:30.014+0200,dw04,0F85,90,2997,-3,-1774,2415,3.01,62255
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T09:56:30.024+0200,dw05,4B92,141,2984,26,-1215,2725,3.45,72265
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T09:56:30.064+0200,dw03,021B,16,2977,-37,-2397,1765,2.50,12268
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T09:56:30.215+0200,dw04,0F85,91,2996,8,-1562,2557,2.89,62255
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T09:56:30.224+0200,dw05,4B92,142,2987,39,-974,2824,3.57,72235
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T09:56:30.264+0200,dw03,021B,17,2978,-42,-2489,1634,2.59,12268
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T09:56:30.414+0200,dw04,0F85,92,2993,-1,-1735,2439,2.89,62286
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T09:56:30.424+0200,dw05,4B92,143,2992,42,-924,2845,3.45,72235
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T09:56:30.463+0200,dw03,021B,18,2982,-32,-2307,1888,2.59,12268
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,55,1,2026-09-01T09:56:30.503+0200,dw02,8FB0,49,2989,91,-19,2989,3.15,52307
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T09:56:30.614+0200,dw04,0F85,93,2995,-9,-1894,2320,2.95,62255
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T09:56:30.664+0200,dw03,021B,19,2980,-51,-2644,1375,2.50,12268
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T09:56:30.814+0200,dw04,0F85,94,2998,-4,-1803,2395,2.95,62255
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T09:56:30.839+0200,dw05,4B92,145,2990,39,-978,2825,3.63,87860
ground-height-4m-20260830-222436,d030m_r270_run01.csv,4,30,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T09:56:30.864+0200,dw03,021B,20,2983,-33,-2320,1874,2.44,12268
