experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-4m-20260830-222436,d014m_r000_run01.csv,4,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,35,1,2026-09-01T16:01:49.181+0200,dw01,1729,169,1428,-130,1204,767,2.14,42358
ground-height-4m-20260830-222436,d014m_r000_run01.csv,4,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,105,1,2026-09-01T16:01:49.211+0200,dw05,4B92,190,1425,48,-391,1371,2.20,72265
ground-height-4m-20260830-222436,d014m_r000_run01.csv,4,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,75,1,2026-09-01T16:01:49.251+0200,dw03,021B,33,1405,-39,-1142,818,2.95,12268
ground-height-4m-20260830-222436,d014m_r000_run01.csv,4,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,15,1,2026-09-01T16:01:49.271+0200,dw00,8103,13,1432,-164,902,1112,3.21,32226
ground-height-4m-20260830-222436,d014m_r000_run01.csv,4,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,55,1,2026-09-01T16:01:49.291+0200,dw02,8FB0,49,1416,-84,-1416,0,4.08,52368
ground-height-4m-20260830-222436,d014m_r000_run01.csv,4,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,90,1,2026-09-01T16:01:49.300+0200,dw04,0F85,110,1412,3,-777,1178,2.77,62255
ground-height-4m-20260830-222436,d014m_r000_run01.csv,4,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,125,1,2026-09-01T16:01:49.321+0200,dw06,0789,6,1425,100,67,1423,2.32,82275
ground-height-4m-20260830-222436,d014m_r000_run01.csv,4,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,35,1,2026-09-01T16:01:49.381+0200,dw01,1729,170,1429,-132,1181,803,1.93,42327
ground-height-4m-20260830-222436,d014m_r000_run01.csv,4,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,105,1,2026-09-01T16:01:49.411+0200,dw05,4B92,191,1422,46,-407,1362,2.20,72235
ground-height-4m-20260830-222436,d014m_r000_run01.csv,4,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,75,1,2026-09-01T16:01:49.451+0200,dw03,021B,34,1409,-46,-1207,726,3.06,12268
ground-height-4m-20260830-222436,d014m_r000_run01.csv,4,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,15,1,2026-09-01T16:01:49.470+0200,dw00,8103,14,1429,-151,1017,1004,3.27,32226
