experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:24.900+0200,dw04,0F85,96,2607,4,-1422,2185,3.21,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:24.910+0200,dw05,4B92,97,2605,38,-879,2452,2.71,72265
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:25.100+0200,dw04,0F85,97,2608,6,-1393,2205,3.27,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:25.110+0200,dw05,4B92,98,2608,44,-779,2489,2.71,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:25.301+0200,dw04,0F85,98,2606,7,-1376,2213,3.27,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:25.310+0200,dw05,4B92,99,2608,49,-699,2513,2.71,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:25.501+0200,dw04,0F85,99,2605,5,-1404,2195,3.15,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:25.511+0200,dw05,4B92,100,2607,50,-683,2516,2.65,72296
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:25.701+0200,dw04,0F85,100,2609,0,-1495,2138,3.21,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:25.710+0200,dw05,4B92,101,2605,41,-818,2473,2.71,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:25.901+0200,dw04,0F85,101,2604,10,-1328,2240,3.33,62286
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:25.911+0200,dw05,4B92,102,2607,53,-632,2529,2.65,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,55,1,2026-09-01T11:40:26.090+0200,dw02,8FB0,101,2602,107,234,2591,1.75,52337
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:26.101+0200,dw04,0F85,102,2609,12,-1284,2271,3.33,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:26.111+0200,dw05,4B92,103,2606,46,-747,2496,2.77,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:26.300+0200,dw04,0F85,103,2607,-2,-1534,2108,3.33,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:26.311+0200,dw05,4B92,104,2605,42,-808,2477,2.71,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,55,1,2026-09-01T11:40:26.491+0200,dw02,8FB0,103,2604,88,-68,2603,1.81,52368
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:26.500+0200,dw04,0F85,104,2612,0,-1484,2149,3.33,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:26.510+0200,dw05,4B92,105,2610,45,-769,2494,2.65,72296
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,55,1,2026-09-01T11:40:26.691+0200,dw02,8FB0,104,2601,-79,-2601,0,1.81,52398
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:26.701+0200,dw04,0F85,105,2603,5,-1406,2191,3.39,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:26.710+0200,dw05,4B92,106,2605,52,-655,2521,2.71,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:26.901+0200,dw04,0F85,106,2602,1,-1468,2148,3.33,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:26.911+0200,dw05,4B92,107,2611,44,-778,2493,2.83,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:27.100+0200,dw04,0F85,107,2603,-4,-1568,2078,3.39,62286
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:27.111+0200,dw05,4B92,108,2609,50,-683,2518,2.71,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,55,1,2026-09-01T11:40:27.291+0200,dw02,8FB0,107,2606,128,572,2542,1.75,52368
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:27.300+0200,dw04,0F85,108,2609,0,-1488,2143,3.33,62255
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:27.310+0200,dw05,4B92,109,2607,47,-726,2503,2.77,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,55,1,2026-09-01T11:40:27.492+0200,dw02,8FB0,108,2602,73,-305,2583,1.87,52398
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:27.501+0200,dw04,0F85,109,2603,-1,-1514,2117,3.57,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:27.511+0200,dw05,4B92,110,2602,47,-722,2500,2.59,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,15,1,2026-09-01T11:40:27.572+0200,dw00,8103,4,2613,-164,1655,2021,2.71,32257
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:27.701+0200,dw04,0F85,110,2609,0,-1505,2131,3.45,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:27.711+0200,dw05,4B92,111,2608,46,-750,2498,2.71,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:27.901+0200,dw04,0F85,111,2603,-4,-1558,2085,3.39,62225
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:27.911+0200,dw05,4B92,112,2606,46,-752,2495,2.71,72265
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:28.101+0200,dw04,0F85,112,2609,9,-1347,2234,3.51,62255
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:28.111+0200,dw05,4B92,113,2609,46,-750,2499,2.71,72265
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,55,1,2026-09-01T11:40:28.291+0200,dw02,8FB0,112,2604,125,517,2552,1.93,52368
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,90,1,2026-09-01T11:40:28.301+0200,dw04,0F85,113,2605,3,-1428,2179,3.33,62255
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,105,1,2026-09-01T11:40:28.311+0200,dw05,4B92,114,2606,48,-709,2508,2.71,72235
ground-height-4m-20260830-222436,d026m_r180_run01.csv,4,26,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw07;dw08,125,1,2026-09-01T11:40:28.434+0200,dw06,0789,1,2592,104,191,2585,-2.41,95458
