experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-4m-20260830-222436,d024m_r270_run01.csv,4,24,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:48:20.491+0200,dw05,4B92,113,2403,40,-774,2274,3.69,72235
ground-height-4m-20260830-222436,d024m_r270_run01.csv,4,24,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:48:20.631+0200,dw03,021B,229,2390,-48,-2075,1184,3.09,12268
ground-height-4m-20260830-222436,d024m_r270_run01.csv,4,24,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:48:20.691+0200,dw05,4B92,114,2406,44,-716,2297,3.69,72265
ground-height-4m-20260830-222436,d024m_r270_run01.csv,4,24,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:48:20.831+0200,dw03,021B,230,2395,-44,-2022,1283,3.15,12268
ground-height-4m-20260830-222436,d024m_r270_run01.csv,4,24,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:48:20.891+0200,dw05,4B92,115,2407,34,-866,2245,3.72,72235
ground-height-4m-20260830-222436,d024m_r270_run01.csv,4,24,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:48:21.031+0200,dw03,021B,231,2389,-35,-1890,1460,3.06,12268
ground-height-4m-20260830-222436,d024m_r270_run01.csv,4,24,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:48:21.091+0200,dw05,4B92,116,2405,47,-673,2309,3.78,72235
ground-height-4m-20260830-222436,d024m_r270_run01.csv,4,24,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:48:21.230+0200,dw03,021B,232,2392,-45,-2033,1261,3.15,12268
ground-height-4m-20260830-222436,d024m_r270_run01.csv,4,24,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:48:21.291+0200,dw05,4B92,117,2403,49,-647,2314,3.57,72235
ground-height-4m-20260830-222436,d024m_r270_run01.csv,4,24,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:48:21.431+0200,dw03,021B,233,2390,-43,-2002,1306,3.06,12268
