experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:26.849+0200,dw01,1729,57,2989,-139,2341,1859,3.15,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:28.465+0200,dw01,1729,65,2994,-136,2407,1779,3.21,58258
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:28.649+0200,dw01,1729,66,2993,-136,2407,1779,3.09,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:29.048+0200,dw01,1729,68,2992,-124,2627,1433,3.06,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:30.264+0200,dw01,1729,74,2994,-133,2456,1711,3.27,58166
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:30.880+0200,dw01,1729,77,2992,-152,2119,2112,3.27,74127
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:31.947+0200,dw01,1729,82,2997,-97,2997,0,3.06,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:38.358+0200,dw01,1729,1,2994,-147,2197,2034,-7.98,55694
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:38.945+0200,dw01,1729,4,2991,-120,2695,1298,2.95,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:39.144+0200,dw01,1729,5,2994,-131,2493,1657,3.01,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:39.345+0200,dw01,1729,6,2995,-126,2587,1508,2.95,42266
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:39.545+0200,dw01,1729,7,2992,-144,2265,1954,2.95,42358
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:39.745+0200,dw01,1729,8,2994,-144,2250,1974,2.89,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:40.144+0200,dw01,1729,10,2997,-144,2259,1970,3.01,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:40.744+0200,dw01,1729,13,2990,-128,2553,1556,2.89,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:40.943+0200,dw01,1729,14,2994,-124,2630,1430,2.89,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:41.143+0200,dw01,1729,15,2990,-128,2553,1556,3.06,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:41.344+0200,dw01,1729,16,2991,-131,2500,1641,2.95,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:41.543+0200,dw01,1729,17,2993,-115,2787,1090,2.89,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:41.943+0200,dw01,1729,19,2993,-131,2494,1654,2.95,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:42.543+0200,dw01,1729,22,2996,-117,2759,1167,2.89,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:42.743+0200,dw01,1729,23,2992,-136,2405,1779,2.95,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:43.158+0200,dw01,1729,25,2996,-132,2489,1668,3.15,58166
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:43.342+0200,dw01,1729,26,2989,-135,2417,1759,2.89,42388
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:43.542+0200,dw01,1729,27,2995,-129,2538,1591,2.95,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:43.742+0200,dw01,1729,28,2995,-133,2460,1709,2.83,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:43.942+0200,dw01,1729,29,2993,-116,2774,1124,3.06,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:44.342+0200,dw01,1729,31,2990,-113,2825,980,2.95,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:44.741+0200,dw01,1729,33,2997,-135,2433,1750,3.06,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:45.142+0200,dw01,1729,35,2992,-131,2491,1656,2.95,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:45.342+0200,dw01,1729,36,2990,-132,2480,1671,3.06,42358
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:45.541+0200,dw01,1729,37,2993,-130,2519,1616,3.06,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:46.142+0200,dw01,1729,40,2995,-141,2312,1905,3.06,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:46.341+0200,dw01,1729,41,2993,-124,2621,1444,2.95,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:46.541+0200,dw01,1729,42,2993,-133,2461,1703,2.95,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:46.741+0200,dw01,1729,43,2994,-146,2231,1996,2.89,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:46.941+0200,dw01,1729,44,2992,-126,2587,1502,2.95,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:47.141+0200,dw01,1729,45,2992,-133,2458,1706,2.83,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:47.341+0200,dw01,1729,46,2994,-141,2310,1904,3.01,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:47.541+0200,dw01,1729,47,2989,-124,2618,1442,2.89,42358
