experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:11.972+0200,dw01,1729,5,2989,-163,1911,2299,1.93,58227
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:12.156+0200,dw01,1729,6,2994,105,237,2984,1.69,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:12.556+0200,dw01,1729,8,2994,-109,2899,749,1.63,42358
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:13.171+0200,dw01,1729,11,2994,-129,2530,1599,1.93,58227
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:13.356+0200,dw01,1729,12,2991,-132,2473,1681,1.75,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:15.668+0200,dw01,1729,1,2989,-155,2058,2167,-7.62,55694
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:16.670+0200,dw01,1729,6,2996,-116,2782,1112,1.81,58319
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:17.454+0200,dw01,1729,10,2993,-113,2824,989,1.57,42388
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:17.654+0200,dw01,1729,11,2990,-130,2505,1631,3.01,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:18.069+0200,dw01,1729,13,2994,-133,2468,1695,3.33,58135
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:18.853+0200,dw01,1729,17,2990,-136,2397,1786,3.09,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:19.053+0200,dw01,1729,18,2995,-135,2426,1757,3.15,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:19.253+0200,dw01,1729,19,2988,-125,2606,1462,3.21,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:19.653+0200,dw01,1729,21,2993,-125,2610,1464,3.21,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:19.853+0200,dw01,1729,22,2989,-132,2476,1673,3.06,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:20.053+0200,dw01,1729,23,2989,-114,2806,1032,3.09,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:20.853+0200,dw01,1729,27,2988,-128,2550,1556,3.15,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:21.668+0200,dw01,1729,31,2992,37,-1024,2811,3.33,58197
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:22.052+0200,dw01,1729,33,2992,-132,2477,1679,3.15,42358
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:22.252+0200,dw01,1729,34,2991,-145,2240,1981,3.15,42266
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:22.651+0200,dw01,1729,36,2992,-129,2526,1603,3.15,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:22.852+0200,dw01,1729,37,2990,-127,2565,1536,3.15,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:23.268+0200,dw01,1729,39,2992,-120,2691,1308,3.27,58227
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:23.651+0200,dw01,1729,41,2992,-133,2461,1701,3.15,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:23.851+0200,dw01,1729,42,2991,-113,2833,959,3.15,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:24.052+0200,dw01,1729,43,2991,-126,2596,1486,3.01,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:24.251+0200,dw01,1729,44,2991,-126,2589,1497,3.15,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:24.851+0200,dw01,1729,47,2992,-126,2597,1484,3.15,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:25.251+0200,dw01,1729,49,2993,-147,2196,2033,3.09,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:25.651+0200,dw01,1729,51,2989,-134,2436,1732,3.09,42297
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:25.850+0200,dw01,1729,52,2988,-124,2623,1430,3.06,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:26.250+0200,dw01,1729,54,2991,-137,2387,1803,3.01,42327
ground-height-4m-20260830-222436,d030m_r000_run01.csv,4,30,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-09-01T09:18:26.450+0200,dw01,1729,55,2988,-138,2364,1827,3.06,42297
