experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:49.199+0200,dw04,0F85,75,2597,4,-1419,2174,3.69,62286
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:49.208+0200,dw05,4B92,120,2601,43,-792,2477,4.26,72265
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:01:49.248+0200,dw03,021B,30,2586,74,-296,2569,3.06,12268
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:49.399+0200,dw04,0F85,76,2598,8,-1346,2222,3.72,62225
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:49.409+0200,dw05,4B92,121,2595,42,-807,2467,4.20,72296
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:01:49.449+0200,dw03,021B,31,2587,-46,-2219,1330,3.09,12268
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:49.598+0200,dw04,0F85,77,2598,4,-1407,2184,3.63,62255
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:49.609+0200,dw05,4B92,122,2603,35,-922,2434,4.26,72265
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:01:49.648+0200,dw03,021B,32,2587,-36,-2063,1561,3.09,12268
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:49.798+0200,dw04,0F85,78,2599,11,-1298,2252,3.78,62225
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:49.808+0200,dw05,4B92,123,2601,39,-852,2457,4.26,72265
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:01:49.848+0200,dw03,021B,33,2585,43,-786,2462,3.01,12268
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:49.998+0200,dw04,0F85,79,2599,9,-1332,2232,3.63,62225
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:50.008+0200,dw05,4B92,124,2599,44,-781,2479,4.20,72296
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:01:50.048+0200,dw03,021B,34,2580,-46,-2213,1327,3.01,12268
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:50.198+0200,dw04,0F85,80,2599,4,-1420,2176,3.72,62225
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:50.208+0200,dw05,4B92,125,2600,53,-633,2522,4.26,72296
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:01:50.248+0200,dw03,021B,35,2585,-43,-2173,1400,3.06,12268
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:50.398+0200,dw04,0F85,81,2601,-2,-1533,2101,3.63,62225
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:50.408+0200,dw05,4B92,126,2599,45,-763,2484,4.26,72235
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:01:50.448+0200,dw03,021B,36,2585,-38,-2100,1507,3.01,12268
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:50.599+0200,dw04,0F85,82,2598,2,-1452,2154,3.63,62225
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:50.608+0200,dw05,4B92,127,2600,37,-881,2446,4.26,72265
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:01:50.648+0200,dw03,021B,37,2588,-47,-2237,1302,3.01,12298
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:50.798+0200,dw04,0F85,83,2599,-2,-1528,2102,3.78,62225
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:50.808+0200,dw05,4B92,128,2601,44,-770,2484,4.14,72265
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:01:50.848+0200,dw03,021B,38,2586,-42,-2156,1428,3.06,12268
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:50.997+0200,dw04,0F85,84,2597,-2,-1521,2105,3.69,62225
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:51.009+0200,dw05,4B92,129,2597,54,-618,2523,4.20,72296
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:51.198+0200,dw04,0F85,85,2598,10,-1318,2238,3.69,62225
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:51.209+0200,dw05,4B92,130,2595,36,-905,2432,4.26,72296
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:01:51.264+0200,dw03,021B,40,2588,-38,-2103,1508,3.27,27923
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:51.398+0200,dw04,0F85,86,2596,0,-1497,2121,3.69,62225
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:51.408+0200,dw05,4B92,131,2600,58,-546,2542,4.26,72235
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:01:51.448+0200,dw03,021B,41,2586,-47,-2232,1305,3.06,12298
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:51.599+0200,dw04,0F85,87,2598,12,-1279,2261,3.69,62255
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,105,1,2026-09-01T12:01:51.608+0200,dw05,4B92,132,2599,48,-713,2499,4.26,72296
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,75,1,2026-09-01T12:01:51.648+0200,dw03,021B,42,2588,-66,-2550,444,3.01,12298
ground-height-4m-20260830-222436,d026m_r270_run01.csv,4,26,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw06;dw07;dw08,90,1,2026-09-01T12:01:51.798+0200,dw04,0F85,88,2596,0,-1480,2133,3.69,62194
