experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-2m-20260828-133428,d020m_r090_run01.csv,2,20,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw05;dw08,145,1,2026-08-30T09:18:07.135+0200,dw07,5783,136,1968,144,628,1865,3.69,2147483
ground-height-2m-20260828-133428,d020m_r090_run01.csv,2,20,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw05;dw08,35,1,2026-08-30T09:18:07.185+0200,dw01,1729,238,1978,-143,1504,1284,3.15,42297
ground-height-2m-20260828-133428,d020m_r090_run01.csv,2,20,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw05;dw08,55,1,2026-08-30T09:18:07.196+0200,dw02,8FB0,75,1972,-101,1972,0,3.63,52337
ground-height-2m-20260828-133428,d020m_r090_run01.csv,2,20,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw05;dw08,90,1,2026-08-30T09:18:07.205+0200,dw04,0F85,115,1974,3,-1087,1647,3.39,62286
ground-height-2m-20260828-133428,d020m_r090_run01.csv,2,20,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw05;dw08,125,1,2026-08-30T09:18:07.225+0200,dw06,0789,196,1975,43,-596,1883,3.78,82244
ground-height-2m-20260828-133428,d020m_r090_run01.csv,2,20,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw05;dw08,75,1,2026-08-30T09:18:07.255+0200,dw03,021B,169,1968,-38,-1590,1159,3.69,12298
ground-height-2m-20260828-133428,d020m_r090_run01.csv,2,20,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw05;dw08,145,1,2026-08-30T09:18:07.335+0200,dw07,5783,137,1971,123,367,1937,3.69,2147483
ground-height-2m-20260828-133428,d020m_r090_run01.csv,2,20,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw05;dw08,35,1,2026-08-30T09:18:07.385+0200,dw01,1729,239,1976,-136,1586,1178,3.15,42297
ground-height-2m-20260828-133428,d020m_r090_run01.csv,2,20,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw05;dw08,55,1,2026-08-30T09:18:07.395+0200,dw02,8FB0,76,1975,-81,-1975,0,3.69,52337
ground-height-2m-20260828-133428,d020m_r090_run01.csv,2,20,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw05;dw08,90,1,2026-08-30T09:18:07.406+0200,dw04,0F85,116,1974,8,-1026,1686,3.33,62286
ground-height-2m-20260828-133428,d020m_r090_run01.csv,2,20,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw05;dw08,125,1,2026-08-30T09:18:07.425+0200,dw06,0789,197,1978,43,-599,1885,3.78,82244
