experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-2m-20260828-133428,d020m_r180_run01.csv,2,20,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw08,35,1,2026-08-30T09:23:00.230+0200,dw01,1729,167,1976,-120,1787,845,3.09,42297
ground-height-2m-20260828-133428,d020m_r180_run01.csv,2,20,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw08,55,1,2026-08-30T09:23:00.239+0200,dw02,8FB0,4,1978,-110,1906,529,2.71,52337
ground-height-2m-20260828-133428,d020m_r180_run01.csv,2,20,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw08,90,1,2026-08-30T09:23:00.249+0200,dw04,0F85,44,1980,-5,-1198,1576,2.20,62286
ground-height-2m-20260828-133428,d020m_r180_run01.csv,2,20,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw08,145,1,2026-08-30T09:23:00.279+0200,dw07,5783,48,1973,-135,1596,1159,2.50,2147483
ground-height-2m-20260828-133428,d020m_r180_run01.csv,2,20,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw08,75,1,2026-08-30T09:23:00.300+0200,dw03,021B,28,1970,-66,-1933,382,2.44,12237
ground-height-2m-20260828-133428,d020m_r180_run01.csv,2,20,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw08,105,1,2026-08-30T09:23:00.360+0200,dw05,4B92,167,1982,45,-579,1896,3.06,72296
ground-height-2m-20260828-133428,d020m_r180_run01.csv,2,20,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw08,125,1,2026-08-30T09:23:00.369+0200,dw06,0789,65,1971,126,403,1930,1.87,82336
ground-height-2m-20260828-133428,d020m_r180_run01.csv,2,20,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw08,35,1,2026-08-30T09:23:00.430+0200,dw01,1729,168,1976,-147,1449,1344,3.01,42327
ground-height-2m-20260828-133428,d020m_r180_run01.csv,2,20,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw08,55,1,2026-08-30T09:23:00.440+0200,dw02,8FB0,5,1979,-98,1979,0,2.77,52368
ground-height-2m-20260828-133428,d020m_r180_run01.csv,2,20,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw08,90,1,2026-08-30T09:23:00.449+0200,dw04,0F85,45,1980,0,-1139,1619,2.20,62255
