experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,145,1,2026-08-30T11:25:39.048+0200,dw07,5783,26,1183,134,305,1143,3.01,2147483
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,75,1,2026-08-30T11:25:39.068+0200,dw03,021B,133,1180,-35,-935,720,1.87,12329
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,15,1,2026-08-30T11:25:39.088+0200,dw00,8103,65,1201,-179,649,1010,3.39,32257
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,35,1,2026-08-30T11:25:39.098+0200,dw01,1729,223,1196,-125,1043,586,2.20,42327
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,55,1,2026-08-30T11:25:39.108+0200,dw02,8FB0,229,1184,-90,1184,0,1.57,52429
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,90,1,2026-08-30T11:25:39.118+0200,dw04,0F85,161,1182,-3,-702,951,3.69,62225
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,105,1,2026-08-30T11:25:39.128+0200,dw05,4B92,25,1187,45,-348,1134,2.53,72265
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,125,1,2026-08-30T11:25:39.138+0200,dw06,0789,190,1185,93,7,1185,2.53,82275
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,145,1,2026-08-30T11:25:39.248+0200,dw07,5783,27,1182,136,321,1137,2.89,2147483
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,75,1,2026-08-30T11:25:39.268+0200,dw03,021B,134,1175,-42,-977,652,1.75,12298
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,15,1,2026-08-30T11:25:39.288+0200,dw00,8103,66,1197,-171,703,969,3.45,32226
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,35,1,2026-08-30T11:25:39.298+0200,dw01,1729,224,1194,-129,1008,640,2.14,42358
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,55,1,2026-08-30T11:25:39.308+0200,dw02,8FB0,230,1186,-103,1186,0,1.57,52368
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,90,1,2026-08-30T11:25:39.318+0200,dw04,0F85,162,1179,-6,-723,931,3.78,62225
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,105,1,2026-08-30T11:25:39.328+0200,dw05,4B92,26,1181,40,-378,1119,2.50,72235
ground-height-2m-20260828-133428,d012m_r180_run01.csv,2,12,180,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,125,1,2026-08-30T11:25:39.338+0200,dw06,0789,191,1182,87,-40,1181,2.59,82305
