experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:18.364+0200,dw01,1729,11,2771,-127,2379,1422,2.38,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:18.764+0200,dw01,1729,13,2770,-133,2284,1567,2.32,42266
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:18.964+0200,dw01,1729,14,2775,-118,2540,1115,2.38,42358
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:19.164+0200,dw01,1729,15,2770,-115,2580,1008,2.32,42266
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:19.563+0200,dw01,1729,17,2772,-123,2441,1313,2.26,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:19.763+0200,dw01,1729,18,2772,-112,2632,870,2.38,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:19.964+0200,dw01,1729,19,2773,-125,2416,1360,2.20,42358
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:20.163+0200,dw01,1729,20,2772,-126,2404,1380,2.32,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:20.363+0200,dw01,1729,21,2775,-124,2427,1344,2.32,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:20.563+0200,dw01,1729,22,2773,-138,2189,1702,2.32,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:20.763+0200,dw01,1729,23,2773,-129,2344,1481,2.32,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:20.963+0200,dw01,1729,24,2772,-131,2319,1519,2.26,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:21.163+0200,dw01,1729,25,2775,-144,2094,1820,2.32,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:21.363+0200,dw01,1729,26,2777,-135,2253,1623,2.26,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:21.563+0200,dw01,1729,27,2774,-131,2312,1531,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:21.762+0200,dw01,1729,28,2772,-126,2390,1403,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:21.962+0200,dw01,1729,29,2773,-152,1955,1967,2.32,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:22.163+0200,dw01,1729,30,2773,-132,2299,1549,2.32,42266
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:22.363+0200,dw01,1729,31,2779,-132,2302,1556,2.32,42358
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:22.562+0200,dw01,1729,32,2775,-128,2361,1456,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:22.762+0200,dw01,1729,33,2770,-167,1697,2190,2.32,42358
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:22.962+0200,dw01,1729,34,2771,-173,1592,2267,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:23.163+0200,dw01,1729,35,2775,-131,2310,1537,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:23.362+0200,dw01,1729,36,2769,-150,1989,1926,2.32,42358
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:23.562+0200,dw01,1729,37,2775,-128,2372,1441,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:23.762+0200,dw01,1729,38,2773,-130,2327,1508,2.32,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:23.962+0200,dw01,1729,39,2773,-158,1856,2060,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:24.362+0200,dw01,1729,41,2772,-139,2179,1713,2.26,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:24.562+0200,dw01,1729,42,2771,-146,2048,1866,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:24.762+0200,dw01,1729,43,2772,-129,2347,1474,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:24.961+0200,dw01,1729,44,2772,-134,2262,1602,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:25.161+0200,dw01,1729,45,2772,-114,2596,970,2.38,42358
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:25.362+0200,dw01,1729,46,2772,-134,2270,1590,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:25.562+0200,dw01,1729,47,2776,-128,2363,1458,2.38,42266
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:25.762+0200,dw01,1729,48,2776,-125,2414,1369,2.38,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:25.962+0200,dw01,1729,49,2771,-141,2145,1755,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:26.162+0200,dw01,1729,50,2771,-124,2425,1341,2.44,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:26.362+0200,dw01,1729,51,2772,-124,2436,1322,2.44,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:26.561+0200,dw01,1729,52,2773,-146,2058,1858,2.38,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:26.762+0200,dw01,1729,53,2769,-168,1676,2204,2.32,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:26.962+0200,dw01,1729,54,2772,-123,2444,1308,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:27.162+0200,dw01,1729,55,2773,-132,2296,1554,2.38,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:27.361+0200,dw01,1729,56,2770,-112,2632,864,2.32,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:27.561+0200,dw01,1729,57,2770,-129,2339,1484,2.20,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:27.761+0200,dw01,1729,58,2772,-134,2255,1611,2.38,42358
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:27.962+0200,dw01,1729,59,2771,-152,1954,1964,2.32,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:28.161+0200,dw01,1729,60,2775,-118,2536,1124,2.44,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:28.361+0200,dw01,1729,61,2769,-121,2486,1219,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:28.561+0200,dw01,1729,62,2771,-143,2103,1805,2.44,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:28.761+0200,dw01,1729,63,2776,-132,2306,1545,2.38,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:28.961+0200,dw01,1729,64,2773,-134,2259,1608,2.32,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:29.161+0200,dw01,1729,65,2773,-126,2393,1401,2.32,42388
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:29.361+0200,dw01,1729,66,2773,-134,2254,1614,2.38,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:29.561+0200,dw01,1729,67,2773,-138,2190,1701,2.32,42358
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:29.960+0200,dw01,1729,69,2775,-137,2221,1663,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:30.161+0200,dw01,1729,70,2770,-130,2334,1491,2.38,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:30.560+0200,dw01,1729,72,2772,-119,2514,1168,2.44,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:30.960+0200,dw01,1729,74,2776,-125,2423,1355,2.26,42297
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:31.360+0200,dw01,1729,76,2770,-98,2770,0,2.32,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:31.560+0200,dw01,1729,77,2773,-123,2453,1293,2.38,42327
ground-height-2m-20260828-133428,d028m_r000_run01.csv,2,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,35,1,2026-08-29T20:09:31.760+0200,dw01,1729,78,2770,-128,2361,1448,2.38,42327
