experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,90,1,2026-08-30T09:07:13.847+0200,dw04,0F85,175,1970,3,-1088,1643,3.09,62255
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,125,1,2026-08-30T09:07:13.866+0200,dw06,0789,28,1964,110,212,1953,1.87,82397
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,35,1,2026-08-30T09:07:13.927+0200,dw01,1729,19,1973,-130,1664,1059,2.89,42327
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,55,1,2026-08-30T09:07:13.936+0200,dw02,8FB0,136,1973,-95,1973,0,3.45,52337
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,105,1,2026-08-30T09:07:13.956+0200,dw05,4B92,1,1972,44,-590,1882,2.71,72235
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,75,1,2026-08-30T09:07:13.996+0200,dw03,021B,42,1962,-47,-1691,994,2.32,12268
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,90,1,2026-08-30T09:07:14.046+0200,dw04,0F85,176,1971,4,-1077,1651,3.15,62255
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,125,1,2026-08-30T09:07:14.066+0200,dw06,0789,29,1967,105,155,1961,1.87,82305
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,35,1,2026-08-30T09:07:14.126+0200,dw01,1729,20,1972,-129,1675,1040,2.83,42297
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,55,1,2026-08-30T09:07:14.137+0200,dw02,8FB0,137,1971,-96,1971,0,3.57,52368
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,105,1,2026-08-30T09:07:14.156+0200,dw05,4B92,2,1975,45,-573,1890,2.71,72235
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,75,1,2026-08-30T09:07:14.196+0200,dw03,021B,43,1961,-38,-1591,1146,2.20,12268
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,90,1,2026-08-30T09:07:14.246+0200,dw04,0F85,177,1971,-3,-1170,1586,3.15,62255
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,125,1,2026-08-30T09:07:14.266+0200,dw06,0789,30,1963,100,97,1961,1.81,82275
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,35,1,2026-08-30T09:07:14.326+0200,dw01,1729,21,1976,-126,1707,995,2.95,42297
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,55,1,2026-08-30T09:07:14.336+0200,dw02,8FB0,138,1971,-98,1971,0,3.45,52368
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,105,1,2026-08-30T09:07:14.356+0200,dw05,4B92,3,1972,43,-605,1877,2.71,72265
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,75,1,2026-08-30T09:07:14.396+0200,dw03,021B,44,1963,-48,-1712,960,2.26,12298
ground-height-2m-20260828-133428,d020m_r000_run01.csv,2,20,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw07;dw08,90,1,2026-08-30T09:07:14.446+0200,dw04,0F85,178,1973,0,-1120,1623,3.21,62255
