experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,55,1,2026-08-27T11:00:41.291+0200,dw02,8FB0,175,2574,-96,2574,0,3.27,52337
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,75,1,2026-08-27T11:00:41.351+0200,dw03,021B,5,2560,-42,-2130,1419,2.32,12298
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,15,1,2026-08-27T11:00:41.370+0200,dw00,8103,39,2571,-174,1469,2110,2.38,32257
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,55,1,2026-08-27T11:00:41.490+0200,dw02,8FB0,176,2577,-77,-2577,0,3.33,52276
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,15,1,2026-08-27T11:00:41.570+0200,dw00,8103,40,2570,-160,1683,1942,2.50,32257
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,55,1,2026-08-27T11:00:41.690+0200,dw02,8FB0,177,2570,-10,-1630,1986,3.33,52337
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,75,1,2026-08-27T11:00:41.766+0200,dw03,021B,7,2557,-131,2134,1409,2.50,27923
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,55,1,2026-08-27T11:00:41.891+0200,dw02,8FB0,178,2574,-83,-2574,0,3.27,52307
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,75,1,2026-08-27T11:00:41.950+0200,dw03,021B,8,2559,123,482,2513,2.32,12268
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,55,1,2026-08-27T11:00:42.090+0200,dw02,8FB0,179,2573,-79,-2573,0,3.21,52276
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,15,1,2026-08-27T11:00:42.169+0200,dw00,8103,43,2575,-162,1656,1971,2.38,32257
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,55,1,2026-08-27T11:00:42.289+0200,dw02,8FB0,180,2573,-101,2573,0,3.21,52368
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,75,1,2026-08-27T11:00:42.365+0200,dw03,021B,10,2553,-44,-2159,1362,2.38,27923
ground-height-0m-20260825-163632,d026m_r000_run01.csv,0,26,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw04;dw05;dw06;dw07;dw08,55,1,2026-08-27T11:00:42.489+0200,dw02,8FB0,181,2573,-76,-2573,0,3.21,52307
