experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-0m-20260825-163632,d022m_r270_run01.csv,0,22,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw03;dw07,55,1,2026-08-27T12:52:50.762+0200,dw02,8FB0,89,2168,-84,-2168,0,4.08,52337
ground-height-0m-20260825-163632,d022m_r270_run01.csv,0,22,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw03;dw07,90,1,2026-08-27T12:52:50.772+0200,dw04,0F85,57,2164,5,-1169,1821,3.33,62225
ground-height-0m-20260825-163632,d022m_r270_run01.csv,0,22,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw03;dw07,105,1,2026-08-27T12:52:50.783+0200,dw05,4B92,208,2170,47,-600,2085,3.01,72235
ground-height-0m-20260825-163632,d022m_r270_run01.csv,0,22,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw03;dw07,125,1,2026-08-27T12:52:50.792+0200,dw06,0789,155,2164,98,67,2163,-2.86,82275
ground-height-0m-20260825-163632,d022m_r270_run01.csv,0,22,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw03;dw07,165,1,2026-08-27T12:52:50.832+0200,dw08,028E,58,2157,-42,-1795,1195,2.89,22277
ground-height-0m-20260825-163632,d022m_r270_run01.csv,0,22,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw03;dw07,15,1,2026-08-27T12:52:50.942+0200,dw00,8103,178,2171,132,524,2107,2.89,32226
ground-height-0m-20260825-163632,d022m_r270_run01.csv,0,22,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw03;dw07,55,1,2026-08-27T12:52:50.962+0200,dw02,8FB0,90,2169,-111,2075,629,4.14,52307
ground-height-0m-20260825-163632,d022m_r270_run01.csv,0,22,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw03;dw07,90,1,2026-08-27T12:52:50.972+0200,dw04,0F85,58,2163,4,-1177,1815,3.45,62225
ground-height-0m-20260825-163632,d022m_r270_run01.csv,0,22,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw03;dw07,105,1,2026-08-27T12:52:50.982+0200,dw05,4B92,209,2167,54,-518,2104,3.01,72296
ground-height-0m-20260825-163632,d022m_r270_run01.csv,0,22,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw03;dw07,125,1,2026-08-27T12:52:50.992+0200,dw06,0789,156,2165,95,31,2165,-2.86,82275
