experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-0m-20260825-163632,d018m_r090_run01.csv,0,18,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,75,1,2026-08-28T06:48:04.371+0200,dw03,021B,53,1754,-28,-1317,1159,3.06,27893
ground-height-0m-20260825-163632,d018m_r090_run01.csv,0,18,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,15,1,2026-08-28T06:48:04.394+0200,dw00,8103,210,1771,-147,1308,1194,-3.03,50811
ground-height-0m-20260825-163632,d018m_r090_run01.csv,0,18,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,35,1,2026-08-28T06:48:04.404+0200,dw01,1729,251,1762,-126,1521,889,2.50,61065
ground-height-0m-20260825-163632,d018m_r090_run01.csv,0,18,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,55,1,2026-08-28T06:48:04.414+0200,dw02,8FB0,176,1762,-91,1762,0,3.27,71197
ground-height-0m-20260825-163632,d018m_r090_run01.csv,0,18,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,90,1,2026-08-28T06:48:04.424+0200,dw04,0F85,208,1758,2,-975,1462,-2.98,80749
ground-height-0m-20260825-163632,d018m_r090_run01.csv,0,18,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,105,1,2026-08-28T06:48:04.434+0200,dw05,4B92,84,1757,57,-384,1715,-3.66,90728
ground-height-0m-20260825-163632,d018m_r090_run01.csv,0,18,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,125,1,2026-08-28T06:48:04.444+0200,dw06,0789,243,1765,93,3,1765,4.14,854
ground-height-0m-20260825-163632,d018m_r090_run01.csv,0,18,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,165,1,2026-08-28T06:48:04.466+0200,dw08,028E,59,1764,41,-556,1674,2.02,22308
ground-height-0m-20260825-163632,d018m_r090_run01.csv,0,18,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,75,1,2026-08-28T06:48:04.556+0200,dw03,021B,54,1755,-45,-1495,918,2.83,12329
ground-height-0m-20260825-163632,d018m_r090_run01.csv,0,18,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,15,1,2026-08-28T06:48:04.575+0200,dw00,8103,211,1772,-153,1236,1270,-2.98,32287
ground-height-0m-20260825-163632,d018m_r090_run01.csv,0,18,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,35,1,2026-08-28T06:48:04.586+0200,dw01,1729,252,1757,-138,1391,1072,2.50,42358
ground-height-0m-20260825-163632,d018m_r090_run01.csv,0,18,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,,55,1,2026-08-28T06:48:04.596+0200,dw02,8FB0,177,1765,-90,1765,0,3.27,52368
