experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:55.630+0200,dw08,028E,32,2762,126,562,2704,2.71,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:55.830+0200,dw08,028E,33,2761,125,554,2704,2.71,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:56.030+0200,dw08,028E,34,2766,120,471,2725,2.71,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:56.231+0200,dw08,028E,35,2762,137,763,2655,2.71,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:56.430+0200,dw08,028E,36,2766,114,371,2741,2.71,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:56.630+0200,dw08,028E,37,2760,123,521,2710,2.65,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:56.830+0200,dw08,028E,38,2767,127,586,2704,2.50,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:57.029+0200,dw08,028E,39,2763,94,32,2763,2.71,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:57.230+0200,dw08,028E,40,2768,132,682,2683,2.65,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:57.430+0200,dw08,028E,41,2759,124,535,2707,2.59,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:57.631+0200,dw08,028E,42,2760,113,351,2738,2.65,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:57.830+0200,dw08,028E,43,2763,137,766,2655,2.71,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:58.030+0200,dw08,028E,44,2761,135,721,2665,2.65,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:58.230+0200,dw08,028E,45,2761,140,809,2640,2.65,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:58.431+0200,dw08,028E,46,2764,121,484,2721,2.65,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:58.630+0200,dw08,028E,47,2759,140,802,2639,2.71,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:58.830+0200,dw08,028E,48,2763,123,516,2715,2.59,22247
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:59.030+0200,dw08,028E,49,2764,130,643,2688,2.65,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:59.230+0200,dw08,028E,50,2762,119,456,2724,2.53,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:59.429+0200,dw08,028E,51,2759,-160,1814,2079,2.71,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:05:59.630+0200,dw08,028E,52,2761,120,463,2722,2.71,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:00.046+0200,dw08,028E,54,2764,113,352,2741,2.77,37933
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:00.230+0200,dw08,028E,55,2760,121,479,2718,2.65,22369
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:00.429+0200,dw08,028E,56,2761,124,533,2709,2.65,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:00.629+0200,dw08,028E,57,2760,128,596,2694,2.65,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:00.830+0200,dw08,028E,58,2765,124,533,2713,2.77,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:01.029+0200,dw08,028E,59,2762,107,242,2751,2.71,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:01.229+0200,dw08,028E,60,2765,120,476,2724,2.77,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:01.429+0200,dw08,028E,61,2761,136,740,2660,2.71,22338
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:01.629+0200,dw08,028E,62,2761,123,521,2711,2.77,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:01.829+0200,dw08,028E,63,2762,139,792,2646,2.71,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:02.029+0200,dw08,028E,64,2761,120,470,2721,2.77,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:02.229+0200,dw08,028E,65,2758,128,601,2691,2.77,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:02.429+0200,dw08,028E,66,2761,135,729,2663,2.65,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:02.628+0200,dw08,028E,67,2762,119,458,2724,2.83,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:02.828+0200,dw08,028E,68,2761,105,214,2753,2.65,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:03.029+0200,dw08,028E,69,2761,133,695,2672,2.77,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:03.229+0200,dw08,028E,70,2761,126,563,2703,2.71,22247
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:03.428+0200,dw08,028E,71,2762,133,695,2673,2.77,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:03.629+0200,dw08,028E,72,2761,136,747,2658,2.65,22277
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:03.828+0200,dw08,028E,73,2761,93,12,2760,2.71,22308
ground-height-0m-20260825-163632,d028m_r000_run01.csv,0,28,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,165,1,2026-08-26T20:06:04.028+0200,dw08,028E,74,2763,117,410,2733,2.77,22247
