experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-0m-20260825-163632,d028m_r090_run01.csv,0,28,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,90,1,2026-08-27T10:26:57.035+0200,dw04,0F85,214,2764,-1,-1599,2254,2.53,62255
ground-height-0m-20260825-163632,d028m_r090_run01.csv,0,28,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,125,1,2026-08-27T10:26:57.070+0200,dw06,0789,7,2762,97,76,2761,1.99,2147483
ground-height-0m-20260825-163632,d028m_r090_run01.csv,0,28,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,75,1,2026-08-27T10:26:57.085+0200,dw03,021B,160,2750,-39,-2250,1581,3.27,12268
ground-height-0m-20260825-163632,d028m_r090_run01.csv,0,28,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,15,1,2026-08-27T10:26:57.104+0200,dw00,8103,205,2778,-167,1705,2194,2.20,32226
ground-height-0m-20260825-163632,d028m_r090_run01.csv,0,28,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,35,1,2026-08-27T10:26:57.115+0200,dw01,1729,21,2767,-122,2456,1274,2.02,42358
ground-height-0m-20260825-163632,d028m_r090_run01.csv,0,28,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,55,1,2026-08-27T10:26:57.125+0200,dw02,8FB0,77,2761,-93,2761,0,2.89,52337
ground-height-0m-20260825-163632,d028m_r090_run01.csv,0,28,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,105,1,2026-08-27T10:26:57.144+0200,dw05,4B92,238,2761,45,-808,2641,3.15,72235
ground-height-0m-20260825-163632,d028m_r090_run01.csv,0,28,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,90,1,2026-08-27T10:26:57.234+0200,dw04,0F85,215,2759,10,-1399,2378,2.50,62225
ground-height-0m-20260825-163632,d028m_r090_run01.csv,0,28,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,75,1,2026-08-27T10:26:57.285+0200,dw03,021B,161,2753,-34,-2168,1697,3.21,12268
ground-height-0m-20260825-163632,d028m_r090_run01.csv,0,28,90,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw07;dw08,15,1,2026-08-27T10:26:57.305+0200,dw00,8103,206,2780,-166,1721,2183,2.26,32226
