experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,105,1,2026-08-28T07:55:55.583+0200,dw05,4B92,193,1357,52,-334,1315,2.38,72265
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,125,1,2026-08-28T07:55:55.592+0200,dw06,0789,155,1365,102,82,1362,2.32,82275
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,75,1,2026-08-28T07:55:55.623+0200,dw03,021B,132,1353,-30,-1025,882,1.81,12298
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,35,1,2026-08-28T07:55:55.653+0200,dw01,1729,181,1366,-137,1091,822,2.95,42327
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,55,1,2026-08-28T07:55:55.663+0200,dw02,8FB0,224,1358,-105,1347,177,2.20,52398
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,90,1,2026-08-28T07:55:55.673+0200,dw04,0F85,238,1356,17,-634,1199,2.77,62286
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,145,1,2026-08-28T07:55:55.703+0200,dw07,5783,241,1362,117,205,1347,3.57,2147483
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,165,1,2026-08-28T07:55:55.732+0200,dw08,028E,111,1364,140,397,1305,3.15,22247
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,105,1,2026-08-28T07:55:55.783+0200,dw05,4B92,194,1360,48,-371,1308,2.26,72265
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,125,1,2026-08-28T07:55:55.793+0200,dw06,0789,156,1362,100,60,1361,2.26,82275
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,75,1,2026-08-28T07:55:55.823+0200,dw03,021B,133,1351,-37,-1081,809,1.75,12298
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,35,1,2026-08-28T07:55:55.852+0200,dw01,1729,182,1367,-138,1078,840,3.01,42266
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,55,1,2026-08-28T07:55:55.863+0200,dw02,8FB0,225,1353,-103,1353,0,2.14,52337
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,90,1,2026-08-28T07:55:55.873+0200,dw04,0F85,239,1358,9,-694,1167,2.65,62286
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,145,1,2026-08-28T07:55:55.903+0200,dw07,5783,242,1364,116,198,1349,3.63,2147483
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,165,1,2026-08-28T07:55:55.932+0200,dw08,028E,112,1364,146,451,1288,3.09,22308
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,105,1,2026-08-28T07:55:55.982+0200,dw05,4B92,195,1355,51,-344,1311,2.32,72265
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,125,1,2026-08-28T07:55:55.993+0200,dw06,0789,157,1358,95,18,1358,2.32,82305
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,75,1,2026-08-28T07:55:56.022+0200,dw03,021B,134,1355,-32,-1043,863,1.87,12298
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,35,1,2026-08-28T07:55:56.052+0200,dw01,1729,183,1366,-129,1153,733,2.95,42358
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,55,1,2026-08-28T07:55:56.062+0200,dw02,8FB0,226,1360,-79,-1360,0,2.14,52337
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,90,1,2026-08-28T07:55:56.072+0200,dw04,0F85,240,1356,8,-702,1160,2.77,62225
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,145,1,2026-08-28T07:55:56.102+0200,dw07,5783,243,1360,116,200,1345,3.63,2147483
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,165,1,2026-08-28T07:55:56.132+0200,dw08,028E,113,1367,139,392,1309,3.06,22277
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,105,1,2026-08-28T07:55:56.182+0200,dw05,4B92,196,1362,49,-363,1313,2.14,72296
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,125,1,2026-08-28T07:55:56.192+0200,dw06,0789,158,1363,94,12,1363,2.38,82305
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,75,1,2026-08-28T07:55:56.222+0200,dw03,021B,135,1354,-34,-1060,842,1.87,12298
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,35,1,2026-08-28T07:55:56.253+0200,dw01,1729,184,1364,-133,1121,777,3.06,42297
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,55,1,2026-08-28T07:55:56.262+0200,dw02,8FB0,227,1355,-102,1355,0,2.14,52429
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,90,1,2026-08-28T07:55:56.272+0200,dw04,0F85,241,1355,2,-756,1124,2.71,62286
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,145,1,2026-08-28T07:55:56.302+0200,dw07,5783,244,1365,123,258,1341,3.69,2147483
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,165,1,2026-08-28T07:55:56.333+0200,dw08,028E,114,1367,145,444,1293,3.15,22308
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,105,1,2026-08-28T07:55:56.382+0200,dw05,4B92,197,1356,44,-400,1296,2.32,72265
ground-height-0m-20260825-163632,d014m_r270_run01.csv,0,14,270,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00,125,1,2026-08-28T07:55:56.392+0200,dw06,0789,159,1365,108,133,1358,2.32,82275
