experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-27T12:19:23.512+0200,dw03,021B,8,2166,-45,-1848,1129,1.75,12298
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,15,1,2026-08-27T12:19:23.533+0200,dw00,8103,4,2178,-151,1545,1536,3.78,32257
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-27T12:19:23.563+0200,dw04,0F85,173,2165,8,-1124,1850,2.71,62286
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-27T12:19:23.713+0200,dw03,021B,9,2161,-41,-1793,1205,1.81,12329
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,15,1,2026-08-27T12:19:23.733+0200,dw00,8103,5,2182,-169,1317,1739,3.78,32226
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-27T12:19:23.762+0200,dw04,0F85,174,2169,6,-1158,1833,2.83,62225
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-27T12:19:23.913+0200,dw03,021B,10,2162,-29,-1632,1418,1.87,12298
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,15,1,2026-08-27T12:19:23.932+0200,dw00,8103,6,2179,-165,1362,1701,3.78,32226
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-27T12:19:23.962+0200,dw04,0F85,175,2164,12,-1076,1878,2.65,62225
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-27T12:19:24.113+0200,dw03,021B,11,2158,-25,-1578,1472,1.87,12298
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,15,1,2026-08-27T12:19:24.132+0200,dw00,8103,7,2173,-164,1369,1687,3.69,32226
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-27T12:19:24.163+0200,dw04,0F85,176,2165,15,-1035,1901,2.71,62225
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-27T12:19:24.312+0200,dw03,021B,12,2162,-27,-1597,1457,1.81,12329
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,15,1,2026-08-27T12:19:24.333+0200,dw00,8103,8,2179,-153,1523,1558,3.72,32226
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-27T12:19:24.363+0200,dw04,0F85,177,2168,12,-1080,1879,2.83,62194
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-27T12:19:24.512+0200,dw03,021B,13,2158,-30,-1639,1404,1.87,12329
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,15,1,2026-08-27T12:19:24.533+0200,dw00,8103,9,2178,-122,1936,997,3.69,32257
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-27T12:19:24.562+0200,dw04,0F85,178,2166,16,-1021,1910,2.83,62255
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-27T12:19:24.712+0200,dw03,021B,14,2159,-38,-1743,1274,1.87,12268
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,15,1,2026-08-27T12:19:24.732+0200,dw00,8103,10,2177,-114,2043,752,3.84,32257
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-27T12:19:24.762+0200,dw04,0F85,179,2165,10,-1094,1868,2.83,62194
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-27T12:19:24.913+0200,dw03,021B,15,2162,-29,-1631,1418,1.87,12298
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,15,1,2026-08-27T12:19:24.932+0200,dw00,8103,11,2181,-91,2181,0,3.72,32226
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-27T12:19:24.962+0200,dw04,0F85,180,2166,0,-1250,1768,2.95,62255
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-27T12:19:25.112+0200,dw03,021B,16,2162,-27,-1609,1444,1.87,12298
ground-height-0m-20260825-163632,d022m_r000_run01.csv,0,22,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw01;dw02;dw05;dw06;dw07;dw08,15,1,2026-08-27T12:19:25.132+0200,dw00,8103,12,2177,-163,1382,1682,3.78,32287
