experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,15,1,2026-08-28T08:45:37.168+0200,dw00,8103,210,765,-170,453,616,3.21,32257
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,35,1,2026-08-28T08:45:37.177+0200,dw01,1729,52,750,-121,670,335,3.90,42297
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,55,1,2026-08-28T08:45:37.188+0200,dw02,8FB0,33,765,-89,765,0,3.09,52368
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,145,1,2026-08-28T08:45:37.227+0200,dw07,5783,227,771,103,52,769,3.01,2147483
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,165,1,2026-08-28T08:45:37.257+0200,dw08,028E,183,767,38,-255,723,3.90,22277
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,90,1,2026-08-28T08:45:37.297+0200,dw04,0F85,217,758,7,-396,646,3.69,62255
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,105,1,2026-08-28T08:45:37.307+0200,dw05,4B92,123,763,33,-279,710,3.57,72265
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,75,1,2026-08-28T08:45:37.347+0200,dw03,021B,198,757,-31,-579,486,2.95,12268
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,15,1,2026-08-28T08:45:37.368+0200,dw00,8103,211,763,-49,-671,363,3.15,32257
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,35,1,2026-08-28T08:45:37.377+0200,dw01,1729,53,751,-131,627,414,3.84,42327
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,55,1,2026-08-28T08:45:37.387+0200,dw02,8FB0,34,766,-88,766,0,3.27,52337
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,145,1,2026-08-28T08:45:37.427+0200,dw07,5783,228,770,93,2,770,2.95,2147483
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,165,1,2026-08-28T08:45:37.458+0200,dw08,028E,184,764,37,-261,717,3.90,22277
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,90,1,2026-08-28T08:45:37.498+0200,dw04,0F85,218,755,-3,-446,609,3.69,62255
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,105,1,2026-08-28T08:45:37.507+0200,dw05,4B92,124,759,50,-199,733,3.45,72235
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,75,1,2026-08-28T08:45:37.547+0200,dw03,021B,199,760,-30,-579,492,2.83,12268
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,15,1,2026-08-28T08:45:37.568+0200,dw00,8103,212,764,-140,595,478,3.21,32287
ground-height-0m-20260825-163632,d008m_r000_run01.csv,0,8,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw06,35,1,2026-08-28T08:45:37.578+0200,dw01,1729,54,753,-123,664,356,3.84,42327
