experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-0m-20260825-163632,d014m_r000_run01.csv,0,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:30:07.497+0200,dw03,021B,33,1351,-38,-1089,798,2.71,12268
ground-height-0m-20260825-163632,d014m_r000_run01.csv,0,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw05;dw06;dw07;dw08,35,1,2026-08-28T07:30:07.526+0200,dw01,1729,164,1353,-139,1066,833,2.02,42297
ground-height-0m-20260825-163632,d014m_r000_run01.csv,0,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:30:07.547+0200,dw04,0F85,13,1359,6,-724,1150,-3.36,62286
ground-height-0m-20260825-163632,d014m_r000_run01.csv,0,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:30:07.696+0200,dw03,021B,34,1355,-17,-917,996,2.71,12268
ground-height-0m-20260825-163632,d014m_r000_run01.csv,0,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw05;dw06;dw07;dw08,35,1,2026-08-28T07:30:07.726+0200,dw01,1729,165,1363,-137,1086,824,2.14,42327
ground-height-0m-20260825-163632,d014m_r000_run01.csv,0,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:30:07.747+0200,dw04,0F85,14,1357,4,-741,1136,-3.36,62255
ground-height-0m-20260825-163632,d014m_r000_run01.csv,0,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:30:07.896+0200,dw03,021B,35,1351,-34,-1062,834,2.59,12268
ground-height-0m-20260825-163632,d014m_r000_run01.csv,0,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw05;dw06;dw07;dw08,35,1,2026-08-28T07:30:07.927+0200,dw01,1729,166,1358,-117,1254,522,1.99,42297
ground-height-0m-20260825-163632,d014m_r000_run01.csv,0,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:30:07.946+0200,dw04,0F85,15,1353,3,-747,1128,-3.36,62255
ground-height-0m-20260825-163632,d014m_r000_run01.csv,0,14,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:30:08.097+0200,dw03,021B,36,1348,-21,-952,954,2.65,12268
