experiment_id,run_file,node_height_m,target_distance_m,tag_rotation_deg,expected_tags,participating_tags,missing_tags,tag_bearing_deg,valid_position,time,tag,a16,seq,range_cm,pdoa_deg,x_cm,y_cm,clk_ppm,t_us
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:01:07.140+0200,dw04,0F85,85,1562,16,-735,1378,-3.12,62255
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:01:07.290+0200,dw03,021B,110,1547,-21,-1090,1097,2.83,12268
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:01:07.340+0200,dw04,0F85,86,1561,12,-773,1356,-3.18,62255
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:01:07.490+0200,dw03,021B,111,1546,-28,-1156,1027,2.83,12268
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:01:07.540+0200,dw04,0F85,87,1557,7,-815,1327,-3.18,62255
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:01:07.689+0200,dw03,021B,112,1551,-42,-1292,858,2.77,12268
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:01:07.740+0200,dw04,0F85,88,1556,7,-816,1325,-3.12,62255
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:01:07.890+0200,dw03,021B,113,1551,-19,-1069,1123,2.77,12298
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:01:07.939+0200,dw04,0F85,89,1558,4,-851,1305,-3.09,62255
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:01:08.090+0200,dw03,021B,114,1550,-14,-1024,1163,2.77,12268
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:01:08.140+0200,dw04,0F85,90,1558,10,-788,1343,-3.12,62255
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:01:08.290+0200,dw03,021B,115,1547,-29,-1166,1016,2.77,12268
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:01:08.340+0200,dw04,0F85,91,1558,18,-709,1387,-3.12,62255
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:01:08.489+0200,dw03,021B,116,1547,-20,-1078,1109,2.83,12268
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:01:08.540+0200,dw04,0F85,92,1558,10,-788,1344,-3.24,62255
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:01:08.689+0200,dw03,021B,117,1550,-19,-1072,1118,2.77,12268
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:01:08.739+0200,dw04,0F85,93,1557,19,-704,1389,-3.18,62255
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:01:08.889+0200,dw03,021B,118,1548,-23,-1110,1078,2.83,12268
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,90,1,2026-08-28T07:01:08.939+0200,dw04,0F85,94,1561,11,-784,1349,-3.18,62255
ground-height-0m-20260825-163632,d016m_r000_run01.csv,0,16,0,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw03;dw04;dw05;dw06;dw07;dw08,dw00;dw01;dw02;dw05;dw06;dw07;dw08,75,1,2026-08-28T07:01:09.090+0200,dw03,021B,119,1551,-45,-1327,802,2.65,12268
